Country Name,Year,Value (USD),Status
4,1.0,0.017433,0
5,0.897959,1e-06,0
5,0.918367,1e-05,0
5,0.938776,4e-06,0
5,0.959184,1e-06,0
5,0.979592,2e-06,0
6,0.387755,9.2e-05,0
6,0.408163,6.1e-05,0
6,0.428571,0.000102,0
6,0.44898,0.000277,0
6,0.469388,0.000333,0
6,0.489796,0.000257,0
6,0.510204,0.000142,0
6,0.530612,0.000111,0
6,0.55102,0.000124,0
6,0.571429,0.000154,0
6,0.591837,0.00018,0
6,0.612245,0.000405,0
6,0.632653,0.000797,0
6,0.653061,0.000603,0
6,0.673469,0.001203,0
6,0.693878,0.000269,0
6,0.714286,0.000166,0
6,0.734694,9e-05,0
6,0.77551,0.000349,0
6,0.795918,0.000414,0
6,0.816327,0.00017,0
6,0.836735,0.000192,0
6,0.857143,0.000325,0
6,0.877551,0.00056,0
6,0.897959,0.000438,0
6,0.918367,0.000342,0
6,0.938776,0.000323,0
6,0.959184,0.000249,0
6,0.979592,0.000298,0
6,1.0,0.000463,0
7,0.367347,9e-06,0
7,0.387755,6.2e-05,0
7,0.408163,8.7e-05,0
7,0.428571,0.000492,0
7,0.44898,0.000328,0
7,0.469388,0.000582,0
7,0.489796,0.000559,0
7,0.510204,0.00054,0
7,0.530612,0.000151,0
7,0.591837,0.000143,0
7,0.612245,0.000119,0
7,0.632653,0.000136,0
7,0.653061,0.000409,0
7,0.673469,0.000844,0
7,0.693878,0.00135,0
7,0.714286,0.002792,0
7,0.734694,0.001284,0
7,0.77551,0.000713,0
7,0.795918,0.009125,0
7,0.816327,0.007857,0
7,0.836735,0.008843,0
7,0.857143,0.015297,0
7,0.877551,0.009317,0
7,0.897959,0.007576,0
7,0.918367,0.009124,0
7,0.938776,0.024291,0
7,0.959184,0.013368,0
7,0.979592,0.007692,0
7,1.0,0.007379,0
8,0.367347,3e-06,0
8,0.387755,3e-06,0
8,0.408163,2e-06,0
8,0.428571,4e-06,0
8,0.44898,1.3e-05,0
8,0.469388,1.8e-05,0
8,0.489796,6e-06,0
8,0.510204,2.8e-05,0
8,0.530612,6e-06,0
8,0.714286,1.9e-05,0
8,0.734694,6.8e-05,0
8,0.755102,9e-06,0
8,0.77551,4e-06,0
8,0.795918,5e-06,0
8,0.877551,6e-06,0
8,0.897959,8e-06,0
8,0.918367,4e-06,0
9,0.795918,1.4e-05,0
9,0.816327,5e-06,0
9,0.836735,1.1e-05,0
9,0.857143,1.3e-05,0
9,0.877551,8e-06,0
9,0.897959,9e-06,0
9,0.918367,3e-06,0
9,0.938776,5e-06,0
9,0.959184,4e-06,0
9,0.979592,3e-06,0
9,1.0,9e-06,0
10,0.0,0.000332,0
10,0.020408,0.000382,0
10,0.040816,0.000358,0
10,0.061224,0.000417,0
10,0.081633,0.000609,0
10,0.102041,0.000446,0
10,0.122449,0.000359,0
10,0.142857,0.000597,0
10,0.163265,0.000759,0
10,0.183673,0.000833,0
10,0.204082,0.001276,0
10,0.22449,0.002771,0
10,0.244898,0.004646,0
10,0.265306,0.004755,0
10,0.285714,0.004902,0
10,0.306122,0.004205,0
10,0.326531,0.003902,0
10,0.346939,0.004485,0
10,0.367347,0.006093,0
10,0.387755,0.007499,0
10,0.408163,0.008771,0
10,0.428571,0.012627,0
10,0.44898,0.01643,0
10,0.469388,0.034031,0
10,0.489796,0.029183,0
10,0.510204,0.02227,0
10,0.530612,0.021803,0
10,0.55102,0.022029,0
10,0.571429,0.023869,0
10,0.591837,0.043349,0
10,0.612245,0.061482,0
10,0.632653,0.078064,0
10,0.653061,0.133655,0
10,0.673469,0.110075,0
10,0.693878,0.07113,0
10,0.714286,0.061999,0
10,0.734694,0.059593,0
10,0.755102,0.058251,0
10,0.77551,0.066552,0
11,0.408163,1.9e-05,0
11,0.428571,2.1e-05,0
11,0.44898,5.6e-05,0
11,0.469388,5.6e-05,0
11,0.489796,0.00013,0
11,0.510204,7.8e-05,0
11,0.530612,0.000123,0
11,0.55102,5.3e-05,0
11,0.571429,2.9e-05,0
11,0.591837,3.7e-05,0
11,0.612245,3.9e-05,0
11,0.632653,9.1e-05,0
11,0.653061,9.3e-05,0
11,0.673469,5.9e-05,0
11,0.693878,1.8e-05,0
11,0.714286,6e-05,0
11,0.734694,1.1e-05,0
11,0.755102,1.7e-05,0
11,0.77551,2.5e-05,0
11,0.795918,1.4e-05,0
11,0.816327,9e-06,0
11,0.836735,0.000125,0
11,0.857143,2.3e-05,0
11,0.877551,2.8e-05,0
11,0.897959,2.5e-05,0
11,0.918367,1.4e-05,0
11,0.938776,1.3e-05,0
11,0.959184,7e-06,0
11,0.979592,1.1e-05,0
11,1.0,6e-06,0
12,0.387755,1.7e-05,0
12,0.408163,2.2e-05,0
12,0.428571,1.6e-05,0
12,0.44898,3.3e-05,0
12,0.469388,3.8e-05,0
12,0.489796,2.1e-05,0
12,0.877551,9.1e-05,0
12,0.897959,9.2e-05,0
12,0.918367,3.6e-05,0
12,0.938776,8.9e-05,0
12,0.959184,5.1e-05,0
12,0.979592,0.000174,0
12,1.0,5.1e-05,0
13,0.081633,0.001872,0
13,0.102041,0.003103,0
13,0.122449,0.003569,0
13,0.142857,0.00342,0
13,0.163265,0.002025,0
13,0.183673,0.004279,0
13,0.204082,0.009569,0
13,0.22449,0.016686,0
13,0.244898,0.005672,0
13,0.265306,0.003521,0
13,0.285714,0.002397,0
13,0.306122,0.003372,0
13,0.326531,0.006792,0
13,0.346939,0.013311,0
13,0.367347,0.020309,0
13,0.387755,0.047188,0
13,0.408163,0.04554,0
13,0.428571,0.067026,0
13,0.44898,0.125476,0
13,0.469388,0.099771,0
13,0.489796,0.091683,0
13,0.510204,0.054284,0
13,0.530612,0.037214,0
13,0.55102,0.022726,0
13,0.571429,0.040678,0
13,0.591837,0.065614,0
13,0.612245,0.09865,0
13,0.632653,0.161306,0
13,0.653061,0.372528,0
13,0.673469,0.328908,0
13,0.693878,0.40856,0
13,0.714286,0.524147,0
13,0.734694,0.476118,0
13,0.755102,0.479998,0
13,0.77551,0.426921,0
13,0.795918,0.371797,0
13,0.816327,0.242399,0
13,0.836735,0.323839,0
13,0.857143,0.370834,0
13,0.877551,0.443957,0
13,0.897959,0.599522,0
13,0.918367,0.792799,0
13,0.938776,0.813651,0
13,0.959184,0.745796,0
13,0.979592,0.692178,0
13,1.0,0.525026,0
14,0.367347,1e-06,0
14,0.387755,1e-06,0
14,0.408163,2e-06,0
14,0.428571,6e-06,0
14,0.44898,2.5e-05,0
14,0.469388,8.4e-05,0
14,0.489796,3e-06,0
14,0.510204,2e-06,0
14,0.530612,4.1e-05,0
14,0.55102,9.4e-05,0
14,0.571429,6.7e-05,0
14,0.591837,0.000264,0
14,0.612245,0.000451,0
14,0.632653,0.001078,0
14,0.653061,0.003916,0
14,0.673469,0.000759,0
14,0.693878,0.000281,0
14,0.714286,0.000218,0
14,0.734694,0.000186,0
14,0.755102,0.000209,0
14,0.77551,0.000508,0
14,0.877551,0.000121,0
14,0.897959,9.8e-05,0
14,0.918367,0.000123,0
14,0.938776,0.000167,0
14,0.959184,0.000207,0
14,0.979592,0.000129,0
14,1.0,0.000106,0
15,0.0,0.003006,0
15,0.020408,0.003676,0
15,0.040816,0.003848,0
15,0.061224,0.005863,0
15,0.081633,0.010434,0
15,0.102041,0.015674,0
15,0.122449,0.013671,0
15,0.142857,0.009505,0
15,0.163265,0.016259,0
15,0.183673,0.014607,0
15,0.204082,0.022505,0
15,0.22449,0.033005,0
15,0.244898,0.053824,0
15,0.265306,0.039696,0
15,0.285714,0.051588,0
15,0.306122,0.03932,0
15,0.326531,0.042327,0
15,0.346939,0.043695,0
15,0.367347,0.076971,0
15,0.387755,0.090121,0
15,0.408163,0.105856,0
15,0.428571,0.15294,0
15,0.44898,0.195059,0
15,0.469388,0.205877,0
15,0.489796,0.226639,0
15,0.510204,0.362744,0
15,0.530612,0.25739,0
15,0.55102,0.258839,0
15,0.571429,0.292365,0
15,0.591837,0.407768,0
15,0.612245,0.537986,0
15,0.632653,0.714043,0
15,0.673469,0.867389,0
15,0.693878,0.76928,0
15,0.714286,0.810835,0
15,0.734694,0.850678,0
15,0.755102,0.77801,0
15,0.77551,0.763932,0
15,0.795918,0.775595,0
15,0.816327,0.632622,0
15,0.836735,0.665689,0
15,0.857143,0.738865,0
15,0.877551,0.792833,0
15,0.897959,0.826834,0
16,0.632653,1e-06,0
16,0.653061,3e-06,0
16,0.673469,1e-06,0
16,0.693878,1e-06,0
16,0.714286,1e-06,0
16,0.734694,1e-06,0
16,0.755102,1e-06,0
16,0.816327,0.0,0
16,0.877551,0.0,0
16,0.897959,2e-06,0
16,0.918367,1e-06,0
17,0.367347,0.001288,0
17,0.387755,0.004237,0
17,0.408163,0.004045,0
17,0.428571,0.008759,0
17,0.44898,0.0096,0
17,0.469388,0.009577,0
17,0.489796,0.009526,0
17,0.510204,0.016817,0
17,0.530612,0.009383,0
17,0.55102,0.010678,0
17,0.571429,0.016278,0
17,0.591837,0.031692,0
17,0.612245,0.04978,0
17,0.632653,0.068974,0
17,0.653061,0.110914,0
17,0.673469,0.068489,0
17,0.693878,0.066535,0
17,0.714286,0.070346,0
17,0.734694,0.066067,0
17,0.755102,0.053166,0
17,0.77551,0.057191,0
17,0.795918,0.045292,0
17,0.816327,0.03614,0
17,0.836735,0.032204,0
17,0.857143,0.047079,0
17,0.877551,0.041954,0
17,0.897959,0.037855,0
17,0.918367,0.05942,0
17,0.938776,0.054966,0
17,0.959184,0.048564,0
17,0.979592,0.049287,0
17,1.0,0.055413,0
18,0.489796,4.2e-05,0
18,0.510204,2e-05,0
18,0.530612,3.5e-05,0
18,0.55102,2.7e-05,0
18,0.571429,5e-06,0
18,0.591837,7e-06,0
18,0.612245,2e-06,0
18,0.632653,0.0,0
18,0.653061,0.0,0
19,0.102041,0.000435,0
19,0.122449,0.000259,0
19,0.142857,0.000128,0
19,0.163265,6.2e-05,0
19,0.183673,5.8e-05,0
19,0.204082,8.3e-05,0
19,0.22449,0.000436,0
19,0.244898,0.000731,0
19,0.265306,0.00088,0
19,0.285714,0.001085,0
19,0.306122,0.00091,0
19,0.326531,0.001021,0
19,0.346939,0.001109,0
19,0.367347,0.001524,0
19,0.387755,0.003058,0
19,0.408163,0.006399,0
19,0.428571,0.000622,0
19,0.44898,0.004287,0
19,0.469388,0.002481,0
19,0.489796,0.003764,0
19,0.510204,0.003327,0
19,0.530612,0.00235,0
19,0.55102,0.001536,0
19,0.571429,0.004365,0
19,0.591837,0.00755,0
19,0.612245,0.011803,0
19,0.632653,0.016052,0
19,0.653061,0.026067,0
19,0.673469,0.016664,0
19,0.693878,0.021375,0
19,0.714286,0.033433,0
19,0.734694,0.02959,0
19,0.755102,0.026834,0
19,0.77551,0.023795,0
19,0.795918,0.015659,0
19,0.816327,0.011356,0
19,0.836735,0.013837,0
19,0.857143,0.021986,0
19,0.877551,0.026404,0
19,0.897959,0.0219,0
19,0.918367,0.023935,0
19,0.938776,0.024173,0
19,0.959184,0.023777,0
19,0.979592,0.017699,0
19,1.0,0.016916,0
20,0.367347,0.023067,0
20,0.387755,0.039347,0
20,0.408163,0.044747,0
20,0.428571,0.177618,0
20,0.44898,0.214162,0
20,0.469388,0.164142,0
20,0.510204,0.434369,0
20,0.530612,0.267103,0
20,0.55102,0.195204,0
20,0.571429,0.223943,0
20,0.591837,0.29522,0
20,0.612245,0.226463,0
20,0.632653,0.668936,0
21,0.102041,0.000206,0
21,0.122449,0.000283,0
21,0.142857,7.2e-05,0
21,0.163265,3.6e-05,0
21,0.183673,3.1e-05,0
21,0.204082,2.5e-05,0
21,0.22449,3e-05,0
21,0.244898,6.1e-05,0
21,0.265306,5.5e-05,0
21,0.285714,5.8e-05,0
21,0.306122,6.2e-05,0
21,0.326531,0.000207,0
21,0.346939,0.000478,0
21,0.367347,0.000524,0
21,0.387755,0.00152,0
21,0.408163,0.000694,0
21,0.428571,0.001476,0
21,0.44898,0.001379,0
21,0.469388,0.001883,0
21,0.489796,0.000798,0
21,0.510204,0.00068,0
21,0.530612,0.000453,0
21,0.55102,0.000595,0
21,0.571429,0.000465,0
21,0.591837,0.0012,0
21,0.612245,0.005511,0
21,0.632653,0.009014,0
21,0.653061,0.009955,0
21,0.673469,0.010409,0
21,0.693878,0.011457,0
21,0.714286,0.0131,0
21,0.734694,0.014975,0
21,0.755102,0.018587,0
21,0.77551,0.01178,0
21,0.795918,0.009937,0
21,0.816327,0.006687,0
21,0.836735,0.008177,0
21,0.857143,0.008003,0
21,0.877551,0.007886,0
21,0.897959,0.008025,0
21,0.918367,0.005772,0
21,0.938776,0.004137,0
21,0.959184,0.003753,0
21,0.979592,0.002348,0
21,1.0,0.002848,0
22,0.367347,6e-06,0
22,0.387755,1.3e-05,0
22,0.408163,9e-06,0
22,0.428571,8e-06,0
22,0.44898,1e-05,0
22,0.469388,1.9e-05,0
22,0.489796,0.00012,0
22,0.571429,6.6e-05,0
22,0.591837,2.2e-05,0
22,0.612245,1.3e-05,0
22,0.632653,3.6e-05,0
22,0.653061,4.1e-05,0
22,0.673469,3.1e-05,0
22,0.693878,1.8e-05,0
22,0.714286,2.4e-05,0
22,0.734694,2.1e-05,0
22,0.755102,1.9e-05,0
22,0.77551,3.8e-05,0
22,0.795918,7e-05,0
22,0.816327,3e-05,0
22,0.836735,2.1e-05,0
22,0.857143,3.2e-05,0
22,0.877551,2.7e-05,0
22,0.897959,2.1e-05,0
22,0.918367,1.7e-05,0
22,0.938776,1.9e-05,0
22,0.959184,2.5e-05,0
23,0.367347,8e-06,0
23,0.387755,8e-06,0
23,0.408163,0.000178,0
23,0.428571,0.000103,0
23,0.44898,0.00014,0
23,0.469388,5.8e-05,0
23,0.489796,4e-05,0
23,0.510204,0.000109,0
23,0.530612,6.7e-05,0
23,0.55102,9.2e-05,0
23,0.571429,0.000142,0
23,0.591837,0.000268,0
23,0.612245,0.000437,0
23,0.632653,0.001083,0
23,0.653061,0.002532,0
23,0.673469,0.001856,0
23,0.693878,0.000844,0
23,0.714286,0.000606,0
23,0.734694,0.000535,0
23,0.755102,0.000313,0
23,0.77551,0.00032,0
23,0.795918,0.000283,0
23,0.816327,0.000245,0
23,0.836735,0.000183,0
23,0.857143,0.00025,0
23,0.877551,0.000143,0
23,0.897959,0.00019,0
23,0.918367,0.000215,0
23,0.938776,0.000151,0
23,0.959184,0.000141,0
23,0.979592,0.000171,0
23,1.0,0.000163,0
24,0.367347,1.6e-05,0
24,0.387755,5.1e-05,0
24,0.408163,0.000171,0
24,0.428571,0.000265,0
24,0.44898,0.000232,0
24,0.469388,0.000404,0
24,0.489796,0.003699,0
24,0.510204,0.005507,0
24,0.530612,0.001817,0
24,0.55102,0.000386,0
24,0.571429,0.000179,0
24,0.591837,0.000153,0
24,0.612245,0.000273,0
24,0.632653,0.001816,0
24,0.653061,0.002577,0
24,0.673469,0.001036,0
24,0.693878,0.001017,0
24,0.714286,0.000429,0
24,0.734694,0.000259,0
24,0.755102,0.00017,0
24,0.77551,2.4e-05,0
24,0.795918,3.3e-05,0
24,0.816327,7.6e-05,0
24,0.836735,4.3e-05,0
24,0.857143,4e-05,0
24,0.877551,3.2e-05,0
24,0.897959,3.2e-05,0
24,0.918367,2.2e-05,0
24,0.938776,1.7e-05,0
24,0.959184,2.7e-05,0
24,0.979592,5e-05,0
24,1.0,8.9e-05,0
25,0.367347,0.000137,0
25,0.387755,0.000882,0
25,0.408163,0.001584,0
25,0.428571,0.003653,0
25,0.44898,0.003297,0
25,0.469388,0.002728,0
25,0.489796,0.00227,0
25,0.510204,0.003838,0
25,0.530612,0.00199,0
25,0.55102,0.003418,0
25,0.571429,0.005061,0
25,0.591837,0.010395,0
25,0.612245,0.01982,0
25,0.632653,0.01661,0
25,0.653061,0.02181,0
25,0.673469,0.018631,0
25,0.693878,0.015374,0
25,0.714286,0.012742,0
25,0.734694,0.011894,0
25,0.755102,0.010121,0
25,0.77551,0.007081,0
25,0.795918,0.00622,0
25,0.877551,0.002978,0
25,0.897959,0.002211,0
25,0.918367,0.002441,0
25,0.938776,0.002893,0
25,0.959184,0.003264,0
25,0.979592,0.00269,0
25,1.0,0.002084,0
26,0.469388,1.1e-05,0
26,0.489796,4.4e-05,0
26,0.510204,1.9e-05,0
26,0.530612,5e-06,0
26,0.55102,1e-05,0
26,0.571429,1.4e-05,0
26,0.591837,2.9e-05,0
26,0.612245,2e-05,0
26,0.632653,6.2e-05,0
26,0.653061,9.5e-05,0
26,0.673469,0.000168,0
26,0.693878,0.000139,0
26,0.714286,0.000131,0
26,0.734694,6.7e-05,0
26,0.755102,0.000101,0
26,0.77551,0.000212,0
26,0.795918,0.00023,0
26,0.816327,0.000301,0
26,0.897959,8.7e-05,0
26,0.918367,9.8e-05,0
27,0.0,3.1e-05,0
27,0.020408,3.8e-05,0
27,0.040816,2.8e-05,0
27,0.061224,3.6e-05,0
27,0.081633,3.6e-05,0
27,0.102041,3.1e-05,0
27,0.122449,3.3e-05,0
27,0.142857,3.2e-05,0
27,0.163265,9.7e-05,0
27,0.183673,9.2e-05,0
27,0.204082,0.000869,0
27,0.22449,0.001187,0
27,0.244898,0.001238,0
27,0.265306,0.002886,0
27,0.285714,0.008079,0
27,0.306122,0.006865,0
27,0.326531,0.005793,0
27,0.346939,0.008776,0
27,0.367347,0.01156,0
27,0.387755,0.014887,0
27,0.408163,0.015126,0
27,0.428571,0.019514,0
27,0.44898,0.025315,0
27,0.469388,0.038747,0
27,0.489796,0.032069,0
27,0.510204,0.051893,0
27,0.530612,0.038108,0
27,0.55102,0.018763,0
27,0.571429,0.025325,0
27,0.591837,0.039357,0
28,0.367347,0.107092,0
28,0.387755,0.151026,0
28,0.408163,0.101997,0
28,0.428571,0.125703,0
28,0.44898,0.146251,0
28,0.469388,0.126725,0
28,0.489796,0.160171,0
28,0.510204,0.515982,0
28,0.530612,0.274913,0
28,0.55102,0.233884,0
28,0.571429,0.3786,0
28,0.591837,0.775383,0
29,0.0,0.035708,0
29,0.020408,0.054345,0
29,0.040816,0.060394,0
29,0.061224,0.112736,0
29,0.081633,0.09991,0
29,0.102041,0.118659,0
29,0.122449,0.166731,0
29,0.142857,0.111865,0
29,0.163265,0.180549,0
29,0.183673,0.206576,0
29,0.204082,0.283033,0
29,0.22449,0.717765,0
29,0.326531,0.939299,0
29,0.346939,0.688557,0
30,0.367347,0.090565,0
30,0.387755,0.107857,0
30,0.408163,0.130217,0
30,0.428571,0.229719,0
30,0.44898,0.273375,0
30,0.469388,0.206078,0
30,0.510204,0.487537,0
30,0.530612,0.304467,0
30,0.55102,0.242267,0
30,0.571429,0.319447,0
30,0.591837,0.408487,0
30,0.612245,0.32325,0
30,0.632653,0.793409,0
31,0.367347,0.090565,0
31,0.387755,0.107857,0
31,0.408163,0.130217,0
31,0.428571,0.229719,0
31,0.44898,0.273375,0
31,0.469388,0.206078,0
31,0.510204,0.487537,0
31,0.530612,0.304467,0
31,0.55102,0.242267,0
31,0.571429,0.319447,0
31,0.591837,0.408487,0
31,0.612245,0.32325,0
31,0.632653,0.793409,0
32,0.367347,0.004626,0
32,0.387755,0.007922,0
32,0.408163,0.009375,0
32,0.428571,0.015867,0
32,0.44898,0.024845,0
32,0.469388,0.031637,0
32,0.489796,0.042251,0
32,0.510204,0.040765,0
32,0.530612,0.020508,0
32,0.591837,0.048591,0
33,0.387755,4.1e-05,0
33,0.408163,6.5e-05,0
33,0.428571,4.1e-05,0
33,0.44898,3.6e-05,0
33,0.469388,5e-06,0
33,0.489796,1.1e-05,0
33,0.510204,1.1e-05,0
33,0.530612,3e-06,0
33,0.55102,8e-06,0
34,0.632653,0.027914,0
34,0.653061,0.035506,0
34,0.673469,0.055308,0
34,0.693878,0.042927,0
34,0.714286,0.02148,0
34,0.734694,0.009176,0
34,0.755102,0.009866,0
34,0.77551,0.00735,0
34,0.795918,0.015261,0
34,0.816327,0.008519,0
34,0.836735,0.005818,0
34,0.857143,0.008328,0
34,0.877551,0.008356,0
34,0.897959,0.006178,0
34,0.918367,0.009282,0
34,0.938776,0.012113,0
34,0.959184,0.006478,0
34,0.979592,0.011463,0
34,1.0,0.011716,0
35,0.469388,0.000399,0
35,0.489796,0.000162,0
35,0.510204,0.000192,0
35,0.530612,0.000149,0
35,0.55102,0.000133,0
35,0.571429,0.000355,0
35,0.591837,0.000519,0
36,0.387755,1e-06,0
36,0.408163,0.0,0
36,0.428571,0.000215,0
36,0.44898,0.000206,0
36,0.469388,0.000116,0
36,0.489796,0.0,0
36,0.510204,0.0,0
36,0.530612,5e-06,0
36,0.55102,0.0,0
36,0.571429,0.0,0
36,0.591837,0.0,0
36,0.612245,0.0,0
36,0.632653,0.0,0
36,0.653061,2e-06,0
37,0.0,0.014424,0
37,0.020408,0.014098,0
37,0.040816,0.015056,0
37,0.061224,0.02494,0
37,0.081633,0.020004,0
37,0.102041,0.022478,0
37,0.122449,0.02248,0
37,0.142857,0.018623,0
37,0.163265,0.031639,0
37,0.183673,0.030791,0
37,0.204082,0.083341,0
37,0.22449,0.17497,0
37,0.244898,0.37464,0
37,0.265306,0.297911,0
37,0.285714,0.365609,0
37,0.306122,0.503855,0
37,0.326531,0.401772,0
37,0.346939,0.38926,0
37,0.367347,0.510939,0
37,0.387755,0.646325,0
37,0.408163,0.653987,0
37,0.428571,0.499416,0
38,0.0,0.053222,0
38,0.020408,0.053003,0
38,0.040816,0.047254,0
38,0.061224,0.061317,0
38,0.081633,0.076102,0
38,0.102041,0.089965,0
38,0.122449,0.086879,0
38,0.142857,0.040268,0
38,0.163265,0.135683,0
38,0.183673,0.140255,0
38,0.204082,0.2596,0
38,0.22449,0.327476,0
38,0.244898,0.885552,0
38,0.265306,0.708653,0
38,0.285714,0.813691,0
38,0.306122,0.935093,0
38,0.326531,0.666587,0
38,0.346939,0.656127,0
38,0.367347,0.914858,0
39,0.530612,0.060279,0
39,0.55102,0.068969,0
39,0.571429,0.108045,0
39,0.591837,0.165225,0
39,0.612245,0.218478,0
39,0.632653,0.503162,0
39,0.653061,0.991813,0
39,0.673469,0.830378,0
39,0.693878,0.512691,0
39,0.714286,0.569303,0
39,0.734694,0.574131,0
39,0.755102,0.441197,0
39,0.77551,0.396125,0
39,0.795918,0.340837,0
39,0.816327,0.302733,0
39,0.836735,0.271176,0
39,0.857143,0.343088,0
39,0.877551,0.332403,0
39,0.897959,0.335709,0
39,0.918367,0.711433,0
39,0.938776,0.54673,0
39,0.959184,0.67297,0
39,0.979592,0.795971,0
40,0.44898,0.025243,0
40,0.469388,0.033004,0
40,0.489796,0.039257,0
40,0.510204,0.095805,0
40,0.55102,0.039317,0
40,0.571429,0.057214,0
40,0.591837,0.08543,0
40,0.612245,0.116269,0
40,0.632653,0.133062,0
40,0.653061,0.194655,0
40,0.673469,0.130583,0
40,0.693878,0.183347,0
40,0.714286,0.234892,0
40,0.734694,0.209662,0
40,0.755102,0.208335,0
40,0.77551,0.216601,0
40,0.795918,0.213989,0
40,0.816327,0.203386,0
40,0.836735,0.163097,0
40,0.857143,0.218246,0
40,0.877551,0.214193,0
40,0.897959,0.200848,0
40,0.918367,0.501602,0
40,0.938776,0.31124,0
40,0.959184,0.516423,0
40,0.979592,0.629779,0
40,1.0,0.5539,0
41,0.0,0.014518,0
41,0.020408,0.014208,0
41,0.040816,0.0153,0
41,0.061224,0.02522,0
41,0.081633,0.021231,0
41,0.102041,0.023546,0
41,0.122449,0.024631,0
41,0.142857,0.021319,0
41,0.163265,0.037419,0
41,0.183673,0.035772,0
41,0.204082,0.090444,0
41,0.22449,0.185924,0
41,0.244898,0.387184,0
41,0.265306,0.311568,0
41,0.285714,0.384098,0
41,0.306122,0.519761,0
41,0.326531,0.419465,0
41,0.346939,0.414697,0
41,0.367347,0.547214,0
41,0.387755,0.716173,0
41,0.408163,0.729624,0
41,0.428571,0.601091,0
42,0.142857,7.9e-05,0
42,0.163265,0.000138,0
42,0.183673,0.000222,0
42,0.204082,0.000331,0
42,0.22449,0.001141,0
42,0.244898,0.003888,0
42,0.265306,0.004098,0
42,0.285714,0.004493,0
42,0.306122,0.002389,0
42,0.326531,0.000873,0
42,0.346939,0.00113,0
42,0.367347,0.004507,0
42,0.387755,0.007674,0
42,0.408163,0.011085,0
42,0.428571,0.002616,0
42,0.44898,0.020001,0
42,0.469388,0.036706,0
42,0.489796,0.060641,0
42,0.510204,0.121587,0
42,0.530612,0.103322,0
42,0.55102,0.082988,0
42,0.571429,0.082145,0
42,0.591837,0.108946,0
43,0.0,0.003258,0
43,0.020408,0.002317,0
43,0.040816,0.002013,0
43,0.061224,0.005494,0
43,0.081633,0.005444,0
43,0.102041,0.005436,0
43,0.122449,0.004586,0
43,0.142857,0.004133,0
43,0.163265,0.004398,0
43,0.183673,0.004044,0
43,0.204082,0.010063,0
43,0.22449,0.031948,0
43,0.244898,0.051604,0
43,0.265306,0.037157,0
43,0.285714,0.063961,0
43,0.306122,0.070482,0
43,0.326531,0.07126,0
43,0.346939,0.067381,0
43,0.367347,0.092684,0
43,0.387755,0.118625,0
43,0.408163,0.121932,0
43,0.428571,0.155795,0
43,0.44898,0.227086,0
43,0.469388,0.348597,0
43,0.489796,0.417644,0
43,0.510204,0.623518,0
43,0.530612,0.56614,0
43,0.55102,0.595955,0
43,0.571429,0.636632,0
43,0.591837,0.764021,0
43,0.612245,0.733847,0
43,0.693878,0.74115,0
43,0.714286,0.779281,0
43,0.734694,0.767612,0
43,0.755102,0.620157,0
43,0.77551,0.638072,0
43,0.795918,0.674492,0
43,0.816327,0.766693,0
44,0.0,0.006057,0
44,0.020408,0.006098,0
44,0.040816,0.007602,0
44,0.061224,0.010853,0
44,0.081633,0.008554,0
44,0.102041,0.008166,0
44,0.122449,0.007908,0
44,0.142857,0.008539,0
44,0.163265,0.017827,0
44,0.183673,0.01553,0
44,0.204082,0.049411,0
44,0.22449,0.087632,0
44,0.244898,0.244955,0
44,0.265306,0.199309,0
44,0.285714,0.200886,0
44,0.306122,0.313105,0
44,0.326531,0.252557,0
44,0.346939,0.248232,0
44,0.367347,0.305656,0
44,0.387755,0.34844,0
44,0.408163,0.334837,0
44,0.428571,0.086466,0
44,0.44898,0.570372,0
44,0.469388,0.847709,0
44,0.489796,0.755224,0
44,0.530612,0.750928,0
44,0.55102,0.503153,0
44,0.571429,0.587144,0
44,0.591837,0.681811,0
44,0.612245,0.743435,0
44,0.714286,0.862672,0
44,0.734694,0.908238,0
44,0.755102,0.721432,0
44,0.77551,0.757601,0
44,0.795918,0.732468,0
44,0.816327,0.833788,0
44,0.836735,0.648804,0
44,0.857143,0.899578,0
44,0.877551,0.940581,0
44,0.897959,0.786629,0
44,0.938776,0.880884,0
44,0.959184,0.746092,0
44,0.979592,0.601042,0
44,1.0,0.533305,0
45,0.367347,2e-06,0
45,0.387755,4e-05,0
45,0.408163,1.1e-05,0
45,0.428571,9e-06,0
45,0.44898,2.4e-05,0
45,0.469388,3.3e-05,0
45,0.489796,1.1e-05,0
45,0.510204,4e-06,0
45,0.530612,7e-06,0
45,0.55102,6e-06,0
45,0.571429,2.5e-05,0
45,0.591837,4.2e-05,0
45,0.612245,2.9e-05,0
45,0.632653,3e-05,0
45,0.653061,8.4e-05,0
45,0.673469,0.000166,0
45,0.693878,3e-05,0
45,0.714286,5.9e-05,0
45,0.734694,0.000147,0
45,0.755102,2.9e-05,0
45,0.77551,0.000111,0
45,0.897959,5e-06,0
45,0.918367,1.9e-05,0
45,0.938776,1.6e-05,0
45,0.959184,3.6e-05,0
45,0.979592,1.6e-05,0
45,1.0,4.5e-05,0
46,0.102041,0.000168,0
46,0.122449,0.000109,0
46,0.142857,7.6e-05,0
46,0.163265,3.7e-05,0
46,0.183673,2.8e-05,0
46,0.204082,4.1e-05,0
